name,city,address,state,postal_code,stars,review_count
Deep Blue Bar & Grill,Wilmington,111 W 11th St,DE,19801,3.5,52
Catch 202,Wilmington,4723 Concord Pike,DE,19803,3,59
Border Cafe,Newark,483 Stanton Christiana Rd,DE,19713,4,742
Paradise Biryani Pointe,Newark,270 University Plz,DE,19702,2.5,49
KFC,Claymont,609 Naamans Rd,DE,19703,1,31
Nordstrom,Newark,100 Christiana Mall,DE,19702,4,24
Mom's Pizza,Wilmington,204 N Maryland Ave,DE,19804,3,19
Gyro Kabob House,Newark,1142 Christiana Rd,DE,19713,4.5,249
Olive Grill,Newark,260 Chapman Rd,DE,19702,3,10
La Poblanita,Wilmington,3804 Lancaster Pike,DE,19805,4,28
McDonald's,Claymont,2702 Philadelphia Pike,DE,19703,1.5,25
Wendy's,Newark,90 University Plaza,DE,19702,2,23
Cafe Verdi Restaurant,Wilmington,"12A Trolley Sq, Ste A",DE,19806,3,44
Little Vinnie's Pizza & Pasta,Wilmington,1706 Faulkland Rd,DE,19805,4,56
Casa Mariachi,New Castle,519 E Basin Rd,DE,19720,3.5,8
Cafe Mezzanotte,Wilmington,1007 N Orange St,DE,19801,3,63
Bonhouse Chinese Restaurant,Wilmington,4713 Kirkwood Hwy,DE,19808,3,39
Royal Garden,Wilmington,3629 Silverside Rd,DE,19810,3,9
Ming Garden,Newark,4138 Ogletown Stanton Rd,DE,19713,3,21
Chick-fil-A,Wilmington,"4737 Concord Pike, Ste 760",DE,19803,3.5,23
Bugaboo Creek Steak House,Newark,1323 New Churchmans Rd,DE,19713,3,51
Milano Pizzeria,New Castle,204 Churchmans Rd,DE,19720,3,18
McDonald's,Wilmington,2507 Concord Pike,DE,19803,2,32
Tierra Mexi Cali Grill,Wilmington,"4710 Limestone Rd, Ste 200",DE,19808,4,62
Okura Japanese Cuisine Restaurant,Hockessin,703 Ace Memorial Dr,DE,19707,4,61
McDonald's,New Castle,101 S Dupont Hwy,DE,19720,2,15
Sunrise Sandwich Shop,New Castle,1002 River Rd,DE,19720,5,14
Mulrooney's Tavern,Wilmington,201 New Rd,DE,19805,4,5
Stoney's British Pub,Wilmington,3007 Concord Pike,DE,19803,4,104
Eeffoc Cafe,Wilmington,1428 N Clayton St,DE,19806,3,31
Cuzino's Pizza & Pasta,Wilmington,2070 Naamans Rd,DE,19810,3,41
Jing Fong Restaurant,Claymont,2089 Philadelphia Pike,DE,19703,3,19
Jae Seafood by Tommy,Wilmington,"403 Philadelphia Pike, Ste 1",DE,19809,4,42
Hak's Restaurant,Wilmington,1050 S Market St,DE,19801,2,6
Milk+Honey807,Wilmington,807 N Union St,DE,19805,4,14
Walt's Chicken Express,Wilmington,103 N Lincoln St,DE,19805,4,51
Hooters,New Castle,194 S Dupont Hwy,DE,19720,2.5,37
Añejo,Wilmington,1717 Delaware Ave,DE,19806,3,34
Panda Express,Newark,530 Jfk Memorial Hwy,DE,19702,3,11
Eat Clean,Wilmington,225 N Market St,DE,19801,4,16
George & Sons' Seafood Market,Hockessin,1216 Old Lancaster Pike,DE,19707,4,88
Cavanaugh's Restaurant,Wilmington,703 N Market St,DE,19801,4,24
JB McGinnes Pub and Grille,New Castle,519 E Basin Rd,DE,19720,3,10
Hot Spot Pizza,Newark,1127 Churchmans Rd,DE,19713,3,20
Makers Alley,Wilmington,804 N Orange St,DE,19801,4.5,12
Island Fin Poke,Wilmington,1604 Delaware Ave,DE,19806,5,8
Cafe SiTALY,Wilmington,1710 Naamans Rd,DE,19810,4.5,169
Biden Welcome Center,Newark,530 Jfk Memorial Hwy,DE,19725,3.5,216
Domino's Pizza,New Castle,1202 Delaware St,DE,19720,3,9
Barcelona Pizza,Wilmington,3322 Old Capitol Trl,DE,19808,4.5,28
Noodles & Company,Newark,715 Christiana Mall,DE,19702,3,36
Bistro Jacques,Wilmington,607 N Lincoln St,DE,19805,4.5,13
New York Bagel Cafe & Deli,Newark,1111 Churchmans Rd,DE,19713,2.5,9
The Simple Greek,Wilmington,5604 Concord Pike,DE,19803,3.5,26
Olympic Subs & Steaks,Wilmington,813 N Market St,DE,19801,4.5,64
QDOBA Mexican Eats,Wilmington,"5609 Concord Pike, Unit 7a",DE,19803,3,18
Everest Indian Grocery Store,Wilmington,54 Carpenter Plz,DE,19810,3.5,14
Pho Cali,Wilmington,4373 Kirkwood Hwy,DE,19808,3.5,126
Taco Bell,New Castle,116 North Dupont Highway,DE,19720,2,17
Turning Point of Christiana,Newark,204 Fashion Center Blvd,DE,19702,4,140
Tj's Jamaican Spice,Wilmington,2709 N Market St,DE,19802,4,7
Kampo Garden,Wilmington,723 N King St,DE,19801,3,13
Rays Market,Wilmington,307 North King St,DE,19801,3,5
Booth House Tavern,New Castle,222 Delaware St,DE,19720,4.5,11
Pinji's Cafe,Wilmington,1428 N Clayton St,DE,19806,4.5,33
Burgers by Wildwich,Wilmington,2308 Concord Pike,DE,19803,3.5,10
Mike  & Nick's,Hockessin,300 Lantana Dr,DE,19707,2,14
China House Express,Wilmington,1404 Lancaster Ave,DE,19805,4,11
Taqueria Los Compadres,Newark,2675 Kirkwood Hwy,DE,19711,4.5,71
2 Fat Guys,Wilmington,"3801 Kennett Pike, Ste E120",DE,19807,3.5,56
Cromwell's American Tavern and Taqueria,Greenville,3858 Kennett Pike,DE,19807,3,94
Dunkin',Newark,4639 Ogletown Stanton Rd,DE,19702,2,5
El Maguey Mexican Cuisine & Bar,Wilmington,3320 Old Capitol Trl,DE,19808,1.5,6
Uncle John's Smokehouse,New Castle,1700 Wilmington Rd,DE,19720,4.5,13
Pizza Hut,Newark,1025 Christiana Rd,DE,19713,2,17
Rice Restaurant,Wilmington,2015 Limestone Rd,DE,19808,4,138
Ny Gyro & Grill,Claymont,3541 Philadelphia Pike,DE,19703,4.5,15
Yatz's Subs and Steaks,Wilmington,626 N Union St,DE,19805,4.5,26
Dino's steaks,Wilmington,7 Trolley Sq,DE,19806,4,7
Shake Shack,New Castle,2120 Fashion Center Blvd,DE,19702,3,140
ShopRite of Brandywine Commons,Wilmington,1300 Rocky Run Pkwy,DE,19803,2,42
Crab Du Jour - Newark,Newark,1000 Churchmans Rd,DE,19713,3,68
Mary's,Wilmington,1836 N Lincoln St,DE,19806,4.5,34
Barcelona Pizza Pike Creek,Wilmington,4706 Limestone Rd,DE,19808,4,6
Jeenwong Thai Cuisine,Wilmington,3 S Orange St,DE,19801,3.5,20
Tony's Cafe,Newark,366 Possum Park Rd,DE,19711,4,66
Big Sky Bread Company,Wilmington,"1812 Marsh Rd, Ste 9",DE,19810,4,25
Dragon City Chinese Restaurant,Newark,4623 Ogletown Stanton Rd,DE,19713,3,14
Soybean Asian Grille,Wilmington,4702 Limestone Rd,DE,19808,4.5,167
Krazy Kats Restaurant,Montchanin,Rr 100,DE,19710,4,58
Taqueria Los Primos,Wilmington,3322 Old Capitol Trl,DE,19808,4,23
V-Trap Kitchen and Lounge,Wilmington,607 N Lincoln St,DE,19805,5,13
Season's Pizza,Wilmington,1721 W Gilpin Dr,DE,19805,3,7
Bubble Shack,Wilmington,3205 Concord Pike,DE,19803,4.5,97
Celebrations on Market,Wilmington,340 S Market St,DE,19801,4.5,7
Manhattan Bagel,Wilmington,3505 Silverside Road Concord Plaza,DE,19810,4.5,12
Dunkin',Elsmere,1012 Kirkwood Highway,DE,19805,3,7
Boston Market,Wilmington,3130 Kirkwood Hwy,DE,19808,3,10
Deerhead Hot Dogs,Wilmington,620 S Maryland Ave,DE,19804,3.5,20
Little Caesars Pizza,Wilmington,3613 Kirkwood Hwy,DE,19808,2,13
Ciao's Italian Grill & Pizzeria,Newark,200 University Plz,DE,19702,3,50
Negril Caribbean Restaurant,Wilmington,727 W 4th St,DE,19801,4.5,7
Dumpling House,Wilmington,1828 W. 11th Street,DE,19805,4,5
Gianni's Pizza,Wilmington,1600 Delaware Ave,DE,19806,4.5,36
Connie's Chicken and Waffles,Wilmington,111 West 10th St,DE,19801,3.5,12
King Garden,Wilmington,729A Philadelphia Pike,DE,19809,3.5,16
Maiale,Wilmington,"2800 Lancaster Ave, Ste 3",DE,19805,5,21
Krispy Krunchy Chicken,Wilmington,3000 N Market St,DE,19802,4,5
Pat's Pizzeria,Wilmington,2008 W Newport Pike,DE,19804,2,5
Riverfront Bakery,Wilmington,313 S Justison St,DE,19801,4.5,32
Zoup!,Newark,2136 Fashion Center Blvd,DE,19702,4.5,76
Govatos Candies,Wilmington,800 N Market St,DE,19801,3.5,14
Tijuana Taco Shop,Wilmington,1815 Lancaster Ave,DE,19805,3.5,19
Berri Yummi Frozen Yogurt,Wilmington,"3100 Naamans Rd, Unit 5",DE,19810,4.5,26
Pizza Pro,Wilmington,119 Greenbank Rd,DE,19808,3.5,26
Cannon's Custom Cakes Bakery,Newark,228 Astro Shopping Ctr,DE,19711,2.5,52
Sterling Grille,Wilmington,919 N Orange St,DE,19801,3.5,11
Checkers,Wilmington,4301 N. Market Street,DE,19802,2,23
Tacos Don Vicente,Wilmington,624 S Maryland Ave,DE,19804,5,8
Sunset Restaurant BBQ and Crabs,New Castle,3007 New Castle Ave,DE,19720,3.5,15
Burger King,New Castle,101 N Dupont Pkwy,DE,19720,2,15
La Pizzeria Metro,Wilmington,3101 Miller Rd,DE,19802,4.5,94
Delaware Saengerbund Oktoberfest,Newark,49 Salem Church Rd,DE,19713,4.5,14
The Chicken House,Wilmington,1504 Philadelphia Pike,DE,19809,4.5,78
Country Maid Stores,New Castle,192 Christiana Rd,DE,19720,4.5,9
Public House Wilmington,Wilmington,902 N Market St,DE,19801,3,23
Papa John's Pizza,Wilmington,3403 Lancaster Pike,DE,19805,1.5,25
Sixth & Pine,Newark,"Nordstrom, 100 Christiana Mall",DE,19702,4,24
Nordstrom Ebar Artisan Coffee,Newark,100 Christiana Mall,DE,19717,4,14
Famous Dave's Bar-B-Que,Christiana,100 W Main St,DE,19702,3,64
Firebirds Wood Fired Grill,Newark,1225 Churchmans Rd,DE,19713,4,430
Jerry Deen's Family Restaurant,Wilmington,4304 N Market St,DE,19802,2,5
Luigi Vitrone's Pastabilities Restaurant,Wilmington,415 N Lincoln St,DE,19805,4.5,49
Olive Garden Italian Restaurant,Newark,1279 New Churchman's Rd,DE,19713,2.5,72
Chick-fil-A,Newark,4657 Ogletown Stanton Rd,DE,19713,3.5,32
La Tonalteca - Christiana,Newark,1237 Churchmans Rd,DE,19713,3,91
Go Vegan Philly,Wilmington,607 N Lincoln St,DE,19805,5,21
Wheelys Cafe,New Castle,"791 Frenchtown Rd, Penn Farm",DE,19720,4.5,10
Margaritas Grill,Wilmington,3320 Old Capitol Trl,DE,19808,4,33
Quinn's Cafe,Hockessin,7288 Lancaster Pike,DE,19707,4,49
OB's Jamaican Restaurant,Wilmington,301 W 4th St,DE,19801,4.5,24
Famous Crab Cakes,Claymont,651 Naamans Rd,DE,19703,3.5,37
Pat's Pizza Hockessin,Hockessin,7288 Lancaster Pike,DE,19707,3,14
The Crownery Chinese Restaurant,Hockessin,228 Lantana Dr,DE,19707,3,70
Food For Thought Catering,Wilmington,"408 Philadelphia Pike, Ste 1",DE,19809,4.5,10
The Greene Turtle Sports Bar & Grille,Wilmington,307 Rocky Run Pkwy,DE,19803,2.5,88
Madeline's Italian Restaurant,Wilmington,531 N Dupont St,DE,19805,3.5,10
Buffalo Wild Wings,Wilmington,2062 Limestone Rd,DE,19808,3,48
Adobo Alley,Wilmington,1700 Kirkwood Hwy,DE,19805,4.5,39
Deerhead Hot Dogs,Newark,1233 Churchmans Rd,DE,19713,4,37
China King,Wilmington,4307 Kirkwood Hwy,DE,19808,3,19
BBC Tavern and Grill,Greenville,4019 Kennett Pike,DE,19807,3,109
Seasons Pizza,Wilmington,1112 New Rd,DE,19805,3.5,20
Domino's Pizza,Wilmington,401 S Market St,DE,19801,1.5,37
Master Wok,Newark,132 Christiana Mall,DE,19702,2.5,9
K'S Kitchen,New Castle,150 S Dupont Hwy,DE,19720,4,15
Prima's Pizza & Pasta,Hockessin,7454 Lancaster Pike,DE,19707,3.5,28
McDonald's,Wilmington,101 New Rd,DE,19805,1.5,14
Mojo Loco,Wilmington,,DE,19801,4,19
Papa John's Pizza,Newark,"4140 Ogletown Stanton Road, Suite 20",DE,19713,2,13
Five Guys,Wilmington,2217 Concord Pike,DE,19803,3.5,55
Coffee Beanery,Wilmington,"4737 Concord Pike, Ste 620, Concord Mall",DE,19803,3.5,9
Royal Farms,Newark,457 Stanton Christiana Rd,DE,19713,3.5,9
Wawa,New Castle,183 Airport Rd,DE,19720,2,7
Zoup!,Wilmington,4715 Kirkwood Hwy,DE,19808,4.5,51
Snuff Mill,Wilmington,1601 Concord Pike,DE,19803,4.5,11
Ruby Tuesday Restaurant,Wilmington,"Concord Mall, 4737 Concord Pike ,Ste 810",DE,19803,2,6
KFC,Wilmington,1925 Lancaster Ave,DE,19805,3,5
Maryland Avenue Sub Shop,Wilmington,623 Maryland Ave,DE,19805,4,15
Murph's Irish Pub,Wilmington,401 Philadelphia Pike,DE,19809,3.5,5
Wawa,New Castle,1515 North Dupont Hwy,DE,19720,3,9
The Greek Festival,Wilmington,808 N Broom St,DE,19806,3.5,14
Burger King,Newark,2690 Kirkwood Hwy,DE,19711,2.5,7
Lotsa Pasta Restaurant & Lounge,Wilmington,2314 Carpenter Station Rd,DE,19810,2.5,9
Hyderabad House,Newark,4621 Stanton Ogletown Rd,DE,19713,3,59
Smiley's Diner,Newark,1025 Christiana Rd,DE,19713,3.5,80
Arby's,Wilmington,4000 Concord Pike,DE,19803,3.5,14
Jalapeno Grill,Wilmington,1815 Lancaster Ave,DE,19805,4.5,56
Jimmy John's,Newark,1111 Churchmans Rd,DE,19713,3,16
Burger King,Wilmington,2802 Concord Pike,DE,19803,1.5,27
Jersey Mike's Subs,Christiana,3250 Fashion Center Blvd,DE,19702,3,19
Pats Pizza & Bistro,Wilmington,4231 Concord Pike,DE,19803,3,24
Dom's Deli,New Castle,Rambleton Acres Shop,DE,19720,3.5,9
Brew-Haha,Wilmington,3636 Concord Pike,DE,19803,4,30
McDonald's,Stanton,1790 W Newport,DE,19804,1.5,7
Jasmine Asian Cuisine & Sushi Bar,Wilmington,3618 Concord Pike,DE,19803,3,145
Panera Bread,Wilmington,2311 Concord Pike,DE,19803,2.5,47
Sciarrinos Pizza,Wilmington,2310 Carpenter Station Rd,DE,19810,3.5,67
Taverna,Wilmington,3549 Silverside Rd,DE,19810,3.5,56
Tacos Mexigo,Claymont,307 Ridge Rd,DE,19703,3.5,26
De La Coeur Café et Boulangerie,Wilmington,3629 Silverside Rd,DE,19801,4,32
Taj Palace,Newark,"Meadowood 2 Shopping Ctr, 2628 Kirkwood Hwy",DE,19711,3.5,12
Wawa,Wilmington,915 New Rd,DE,19805,2,12
Mikimotos Japanese Restaurant & Sushi Bar,Wilmington,1212 N Washington St,DE,19801,3.5,269
Domaine Hudson,Wilmington,1314 N Washington St,DE,19801,4.5,150
FireStone Roasting House,Wilmington,110 S West St,DE,19801,2.5,132
Tonic Seafood & Steak,Wilmington,111 W 11th St,DE,19801,4,122
Sitaly To Go,Wilmington,1806 Marsh Rd,DE,19810,4,23
J.B. Dawson's Restaurant & Bar,Newark,315 Christiana Mall,DE,19702,3.5,144
KFC,New Castle,112 N Dupont Hwy,DE,19720,1.5,14
D & H Jamaican Cuisine,Newark,748 E Chestnut Hill Rd,DE,19713,3,90
Express Wings & Pizzeria,New Castle,212 New Castle Ave,DE,19720,2,13
The Well Coffeehouse and Marketplace,Hockessin,6949 Lancaster Pike,DE,19707,4.5,44
Ioannoni's Bullroasters,New Castle,624 E Basin Rd,DE,19720,4.5,182
The Legend Restaurant and Bakery,New Castle,201 N Dupont Hwy,DE,19720,4,38
Subway,Wilmington,"4721 Kirkwood Hwy, Unit  5",DE,19808,1,5
Panda Express,New Castle,113 South Dupont Highway,DE,19720,2.5,12
Burger King,Wilmington,300 S Maryland Ave,DE,19804,3,5
Panera Bread,Newark,715 Christiana Mall Rd,DE,19702,2.5,35
Daily Veg - Pike Creek,Wilmington,5335B Limestone Rd,DE,19808,4,56
Wawa,Wilmington,2030 Limestone Rd,DE,19808,3,10
Asnan Sushi Bar & Asian Cuisine,Wilmington,115 Christina Lndg,DE,19801,2,6
Samson's Country Maid,Newark,14 Polly Drummond Shpg Ctr,DE,19711,4,6
Chili's,Wilmington,4147 Concord Pike,DE,19803,3,25
Philly Pretzel Factory,Wilmington,1718 Naamans Rd,DE,19810,2.5,11
ACME Markets,Wilmington,1812 Marsh Rd,DE,19810,2,6
Wendy's,Marshallton,4300 Kirkwood Hwy,DE,19808,2,12
Torbert Street Social,Wilmington,305 Torbert St,DE,19801,4,37
Stone Oven Soul Food And Pizzeria,Wilmington,801 N Union St,DE,19805,4,8
New York Fried Chicken,Wilmington,2931 N Market St,DE,19802,3,5
Adams’ Rib & Grille,Claymont,2707 Philadelphia Pike,DE,19703,3.5,22
Cocina Lolo,Wilmington,405 N King St,DE,19801,3.5,47
Bull Bay Cuisine,Wilmington,900 N Orange St,DE,19801,2.5,27
Brew HaHa!,Wilmington,835 N Market St,DE,19801,3.5,16
PureBread Deli,Wilmington,"500 Delaware Ave, Ste 100",DE,19801,4,41
Cosi,Greenville,3828 Kennett Pike Ste A,DE,19807,3,8
Twisted Soul Restaurant & Bar,Wilmington,413 N Market St,DE,19801,3.5,44
Mexican Post,Wilmington,3100 Naamans Rd,DE,19810,3.5,131
Oasis Middle Eastern Restaurant,Newark,11 Salem Village Sq,DE,19713,3.5,75
La Consentida,Wilmington Manor,"1511 N Dupont Hwy, Ste 14",DE,19720,4,11
Claymont Steak Shop,Wilmington,2720 Concord Pike,DE,19803,2.5,73
Skyline Grill,Wilmington,3542 3 Little Bakers Blvd,DE,19808,2,7
North Quarter Creole,Wilmington,837 N Union St,DE,19805,3.5,32
James Street Tavern,Newport,2 S James St,DE,19804,3.5,37
Hibachi Express,Newark,752 E Chestnut Hill Rd,DE,19713,3,21
Fresh Thymes,Wilmington,1836 Lovering Ave,DE,19806,4.5,75
China Royal,Wilmington,"Plaza III Shopping Ctr, 1845 Marsh Rd",DE,19810,3,9
Tree Garden,Wilmington,1317 McKennans Church Rd,DE,19808,4,62
Eeffoc's cafe,Wilmington,3 S Orange St,DE,19801,3.5,6
MrBeast Burger,Newark,,DE,19702,3.5,7
Golden Dove Diner Restaurant,New Castle,1101 N Dupont Hwy,DE,19720,3.5,88
Ruby Tuesday,Newark,"719 Christiana Mall, #607-A",DE,19702,2,9
A Pizza History,New Castle,625 Delaware St,DE,19720,3.5,12
The Ice Cream Shoppe,Wilmington,700 Philadelphia Pike,DE,19809,4,11
Sub City,Wilmington,701 N King St,DE,19801,4.5,16
Alex's Seafood Restaurant & Clam Bar,New Castle,110 N Dupont Pkwy,DE,19720,3.5,52
DiMeo's Pizza,Wilmington,831 N Market St,DE,19801,4,140
Mr Wish,Newark,132 Christiana Mall,DE,19702,4.5,21
Vincente's Restaurant,Wilmington,5914 Kirkwood Hwy,DE,19808,4,79
Kalbi Asian Bistro,Wilmington,2011 Kirkwood Hwy,DE,19805,3.5,109
Denny's,Newark,80 Mcintosh Plz,DE,19713,2,70
Top China Buffet,Wilmington,1714 Marsh Rd,DE,19810,2.5,5
La Tonalteca,Wilmington,1724 W Newport Pike,DE,19804,3,6
Wendy's,New Castle,140 N Dupont Hwy,DE,19720,3,9
Tex-Mex Burrito,Wilmington,514 Philadelphia Pike,DE,19809,4,27
Bawarchi Biryani Point,Newark,2628 Kirkwood Hwy,DE,19711,3.5,53
The Chicken Spot,Wilmington,204 W 10th St,DE,19801,4,11
El Pique II,Wilmington,2110 Kirkwood Hwy,DE,19805,4,5
Capriotti's Sandwich Shop,Wilmington,4522 Kirkwood Hwy,DE,19808,2.5,48
Scalessa's,Wilmington,1836 N Lincoln St,DE,19806,5,176
Three Countries Pizzeria,New Castle,202 E 6th St,DE,19720,3.5,13
Party Pizza,Wilmington,212 Boxwood Rd,DE,19804,4,26
Pat's Pizza & Pasta,New Castle,606 E Basin Rd,DE,19720,3,22
Rasa Sayang,Wilmington,"4737 Concord Pike, Unit 830, Concord Mall",DE,19810,4,260
Kidds Chicken And Waffles,Wilmington,301 N Pine St,DE,19801,2.5,5
Bogle Cove Oyster House,Wilmington,5335 Limestone Rd,DE,19808,3.5,28
Applebee's Grill + Bar,Wilmington,4301 Kirkwood Hwy,DE,19808,2.5,35
Mike's Famous Steaks & Subs,Newark,754 E Chestnut Hill Rd,DE,19713,4,39
Philippine Bread House And Restaurant,Wilmington,"3317 Old Capitol Trl, Ste D",DE,19808,3.5,7
Doc's Meat Market,Hockessin,7288 Lancaster Pike,DE,19707,5,8
Pizza by Elizabeths,Wilmington,4019 Kennett Pike,DE,19807,3.5,65
Zaikka Indian Grill,Wilmington,901 N King St,DE,19801,3.5,6
Friendly's,Newark,2670 Kirkwood Highway,DE,19711,2.5,12
Unique Chinese & Japanese Cuisine,Wilmington,1535 W 4th St,DE,19805,2.5,12
Taco Bell,Claymont,609 Naamans Rd,DE,19703,1,25
Capers & Lemons Restaurant,Wilmington,301 Little Falls Dr,DE,19808,4,187
G & P Pizza,Wilmington,2803 N Market St,DE,19802,4.5,7
Christa-Bell's Caribbean Cuisine,Wilmington,414 N Union St,DE,19805,3.5,12
Chili's,Newark,3220 Fashion Center Blvd,DE,19702,2,57
China Inn,New Castle,216 New Castle Ave,DE,19720,2,6
Maui Poke Bowl,Newark,4148 Ogletown Stanton Rd,DE,19713,4,15
Kooma,Wilmington,400 Justison St,DE,19801,3.5,62
Treehouse Café,Wilmington,714 W 11th St,DE,19801,4.5,59
Arby's,Wilmington,3211 Kirkwood Hwy,DE,19808,3,12
Señor Tortilla,Wilmington,1730 W Newport Pike,DE,19804,5,16
El Cantaro,New Castle,181 S Dupont Hwy,DE,19720,4,5
Cotti's Pizza,Hockessin,7313 Lancaster Pike,DE,19707,4,11
Semo's Cart,Wilmington,North Jefferson St W 11th St,DE,19801,4.5,12
Shenanigans Irish Pub & Grill,Wilmington,125 N Market St,DE,19801,4,14
World Cafe Live at The Queen,Wilmington,500 N Market St,DE,19801,3.5,54
Moro Restaurant,Wilmington,1307 N Scott St,DE,19806,3.5,115
Saladworks,Newark,211 Christiana Mall Rd,DE,19702,3.5,10
Seasons Pizza,Newark,4606 Ogletown Stanton Rd,DE,19713,2.5,32
China Wok,Wilmington,2922 North Market St,DE,19802,3.5,8
Brandywine Brewing Company Restaurant & Brewery,Wilmington,"3801 Kennett Pike, Ste E155",DE,19807,3,28
Harry's Savoy Grill,Wilmington,2020 Naamans Rd,DE,19810,3.5,204
Bonefish Grill,Wilmington,"4737 Concord Pike St, Ste 455",DE,19803,3.5,138
Green Room,Wilmington,42 W 11th St,DE,19801,3.5,86
Tasties 302,Wilmington,825 N Market St,DE,19801,3,14
Burger King,Wilmington,3607 Kirkwood Hwy,DE,19808,1.5,8
Pamela's Gourmet,Newark,406 Louviers Dr,DE,19711,5,5
Hot Spot Pizza & Restaurant,Wilmington,3209 Miller Rd,DE,19802,4.5,15
China Inn,Wilmington,601 Maryland Ave,DE,19805,2.5,7
Brown Bag Deli and Grocery,Wilmington,301 E 9th St,DE,19801,4.5,6
La Tlaxquenita,New Castle,218 New Castle Ave,DE,19720,5,7
Kukurukoo Express,Wilmington,101 W Market St,DE,19804,3.5,12
La Fia,Wilmington,421 N Market St,DE,19801,4,177
Sleeping Bird Coffee,Wilmington,3111 Miller Rd,DE,19802,5,8
Tyler's Bar & Grille,Wilmington,5343 Limestone Rd,DE,19808,3,80
Skipjack Dining,Newark,401 Louviers Dr,DE,19711,4,109
Takumi,Wilmington,1601 Concord Pike,DE,19803,3.5,193
Market Street Grill,Wilmington,4304 N Market St,DE,19802,3.5,9
Wawa,New Castle,4000 North Dupont Hwy,DE,19720,3.5,23
Stanley's Tavern,Wilmington,2038 Foulk Rd,DE,19810,3,108
