name,city,address,state,postal_code,stars,review_count
Burger King,Saint Petersburg,3800 4th St N,FL,33703,2.5,20
Beef O'Brady's,Clearwater,"2325 Ulmerton Rd, Ste 3",FL,33762,3,7
Coastal Taco,Madeira Beach,14601 A Gulf Blvd,FL,33708,4.5,11
Saigon Cafe,Tampa,10117 E Adamo Dr,FL,33619,2,7
Eastern Kitchen & Sushi,St. Petersburg,5226 4th St N,FL,33703,4.5,48
Earlybird Dinner Theater,Clearwater,13555 49th St N,FL,33762,4.5,15
Einstein Bros. Bagels,Saint Petersburg,9346 4th St N,FL,33702,3,55
Ristorante Acqua Alta,Clearwater,"2454 N Mcmullen Booth Rd, Ste 205",FL,33759,4.5,138
Wawa,Tampa,401 North Dale Mabry Highway,FL,33609,4,74
Subway,Spring Hill,5394-5396 Spring Hill Dr,FL,34606,2.5,8
Hooters,Tampa,4420 W Gandy Blvd,FL,33611,2.5,101
Bawarchi Biryani's,Brandon,"2020 West Brandon Blvd, Ste 140",FL,33511,3.5,200
Stack 'n' Sizzle,St Petersburg,401 49th St S,FL,33707,4.5,77
Copacabana,Spring Hill,4193 Mariner Blvd,FL,34609,4,56
Beach Pizza,Largo,10500 Ulmerton Rd,FL,33778,3,67
Crabby Bill's Seafood,Tampa,7700 W Courtney Campbell CSW,FL,33607,2.5,38
La Pasadita,Largo,1385 Belcher Rd S,FL,33771,4.5,19
Yakitodo,Tampa,5421 W Waters Ave,FL,33634,4.5,6
Kul's Bar & Grill,Clearwater,13575 58th St N,FL,33760,3,6
Yah Mon,Tampa,"301 W Platt St, Unit C",FL,33606,4.5,697
Beanie's Bar & Sports Grill,Ruskin,2002 S US Hwy 41,FL,33570,3.5,80
Louis Pappas Fresh Greek,Tampa,3409 W Bay To Bay Blvd,FL,33629,4,156
Grand Hacienda,Tampa,11955 Sheldon Rd,FL,33626,3.5,37
Ploy Thai,Brandon,1941 W Brandon Blvd,FL,33511,4,171
KFC,Pinellas Park,6595 Park Blvd,FL,33781,2,37
The C House,Tampa,6005 N Florida Ave,FL,33604,4,376
Alma Llanera Venezuelan Food,Pinellas Park,6571 102nd Ave N,FL,33782,4.5,124
Culver's,Plant City,2103 N Park Rd,FL,33563,2.5,24
Little Caesars Pizza,Tampa,"1155 S Dale Mabry Hwy, Ste 6",FL,33629,4.5,8
Wendy's,Zephyrhills,32725 Eiland Blvd,FL,33545,1.5,13
Alati  - Tarpon Springs,Tarpon Springs,25 Dodecanese Blvd,FL,34689,4,21
Little Greek,Apollo Beach,243 Apollo Beach Blvd,FL,33572,3.5,46
Venice Pizza and Pasta,Lutz,,FL,33549,4.5,5
Taste Of New York Pizzeria,Tampa,17503-C Preserve Walk Ln,FL,33647,4,133
Post Corner Pizza & Restaurant,Clearwater Beach,431 S Gulfview Blvd,FL,33767,3.5,290
Shang Hai,Wesley Chapel,32785 Eiland Blvd,FL,33545,3.5,15
Bob Evans,Clearwater,3335 Ulmerton Rd,FL,33769,3,13
Kang's Garden,Tampa,12221 W Linebaugh Ave,FL,33626,3.5,44
Los Jarrones,Tampa,7507 N Armenia Ave,FL,33604,3.5,12
McDonald's,Tampa,10410 N Dale Mabry,FL,33618,2.5,35
Pollo Rico Restaurante,Thonotosassa,"10802 Main St, Ste D",FL,33592,5,5
Pizza Hut,Largo,1602 N Missouri Ave,FL,33770,1.5,17
Casa Mama Lolita,Dunedin,"Coastal Shopping Center, 916 D Patricia Ave",FL,34698,4.5,63
Chihuahua Mexican Grill,Tampa,4101 S Macdill Ave,FL,33611,4,173
Seafood Dive,Brandon,140 N Parsons Ave,FL,33510,3.5,16
Brunchery Restaurant & Catering,Tampa,"3225 S MacDill Ave, Ste 109",FL,33629,3.5,274
Con Sabor Mexican Restaurant,Dunedin,"916 Patricia Ave, Ste D",FL,34698,4.5,22
The Industry Eatery + Entertainment,Plant City,119 S Collins St,FL,33563,4,20
Taco Bell,Port Richey,9211 US 19 North,FL,34668,2,19
Chili's,Port Richey,9600 US Hwy 19,FL,34668,3,72
Pizzeataly,Tampa,5521 Hanley Rd,FL,33634,4.5,9
Rogue Sandwich,Spring Hill,2284 Commercial Way,FL,34606,4.5,11
A Taste Of My Island,Zephyrhills,5048 Gall Blvd,FL,33542,4,13
Bella's Italian Café,Tampa,"1413 S Howard Ave, Ste 100",FL,33606,4,570
Ocean Hai,Clearwater Beach,100 Coronado Dr,FL,33767,4,209
Beach Bites Cafe fla,Madeira Beach,12961 Village Blvd,FL,33708,4,15
Hungry Howie's Pizza & Subs,Tampa,"7620 Gunn Hwy, Ste 130",FL,33625,4.5,8
A Corner of England,Saint Petersburg,6297 Central Ave,FL,33710,3,15
Sonic Drive-In,Wesley Chapel,1908 Bruce B Downs Blvd,FL,33543,2,49
Yankee Bean,Tarpon Springs,901 S Pinellas Ave,FL,34689,4.5,31
Taco Bell,Wesley Chapel,5406 County Rd 581,FL,33543,2,24
The Hideaway Downtown,Tampa,1120 E Kennedy Blvd,FL,33602,3,23
Lucky Dill Westshore,Tampa,4606 W Boy Scout Blvd,FL,33607,3,225
Waffle House,St Pete Beach,7070 Gulf Blvd,FL,33706,3.5,69
Taco Bell,Brandon,11315 Causeway Blvd,FL,33511,2,37
The King's Seat Bar & Grill,Holiday,3434 Grand Blvd,FL,34690,4,7
Wawa,Saint Petersburg,9501 Bay Pines Blvd,FL,33708,4,27
Stoned Pizza Italian Grille,St Petersburg,4801 34th St S,FL,33711,4,19
Sonic Drive-In,Tampa,1915 E Fowler Ave,FL,33612,3,31
"Toscana Pizza, Pasta & More",St. Petersburg,1050 62nd Ave N,FL,33703,4,6
Dolly's Caribbean Restaurant,Largo,1280 W Bay Dr,FL,33770,4,42
Brass Bowl Kitchen & Juicery,Saint Petersburg,656 Central Ave,FL,33701,4,93
Marco's Pizza,Tampa,3813 Northdale Blvd,FL,33624,4,15
Marlin Darlin Key West Grill,Belleair Bluffs,2819 W Bay Dr,FL,33770,3.5,207
Island Outpost,Dunedin,466 Causeway Blvd,FL,34698,3.5,28
Mary's Miracle Restaurant,Tampa,10203 E US Highway 92,FL,33610,3.5,7
McDonald's,Pinellas Park,8001 US Hwy 19 N,FL,33781,1.5,9
Sunsets Restaurant,Lutz,18430 Livingston Ave,FL,33559,3.5,55
La Caridad Bakery,Tampa,4425 W Hillsborough Ave,FL,33614,4,60
Rosati's Pizza,Oldsmar,"3730 Tampa Rd, Ste 6",FL,34677,3.5,111
O'Briens Irish Pub,Tampa,15435 N Dale Mabry Hwy,FL,33618,4,108
Al-Aqsa Grocery,Tampa,10805 N 56th St,FL,33617,3,10
Average Joe's Bar & Grille,Largo,5858 Roosevelt Blvd,FL,33760,4,42
City Fish Grill,Oldsmar,4022 Tampa Rd,FL,34677,3.5,204
Yama-Taiyo Japanese Cuisine & Sushi Bar,Palm Harbor,660 Alderman Rd,FL,34683,4,49
Hungry Howie's Pizza & Subs,St. Petersburg,"1500 34th St N, Ste 6",FL,33713,2,12
Mis Antojitos Mexicanos,Brandon,3410 S Kings Ave,FL,33511,4,24
Mo' Ziki,Largo,10801 Starkey Rd,FL,33777,4,23
East Coast Pizza,Riverview,13340 Lincoln Rd,FL,33578,4,227
Alina Cafe,Pinellas Park,9721 66th St N,FL,33782,4,12
Alan's Pizza,Tampa,3841 W Kennedy Blvd,FL,33609,4.5,23
Minerva Indian Restaurant,Tampa,19050 Bruce B Downs Blvd,FL,33647,4,289
Philly Joe's Steaks & Hoagies,Clearwater,405 S Missouri Ave,FL,33756,4.5,89
Quail Hollow Golf & Country Club,Wesley Chapel,6225 Old Pasco Rd,FL,33544,3.5,21
La Dolce Vita,Tampa,3301 S Dale Mabry Hwy,FL,33629,4,35
Machismo Burrito Bar,Tampa,2808 E Bearss Ave,FL,33613,3.5,15
Oak & Stone - St. Petersburg,Saint Petersburg,199 Central Ave,FL,33701,4,447
Original Pinehurst Pub,Dunedin,"1422 Pinehurst Rd, Ste B",FL,34698,2.5,14
Glory Days Grill,Riverview,10248 Big Bend Rd,FL,33578,4,58
The Donut Experiment - Clearwater Beach,Clearwater Beach,674 S Gulfview Blvd,FL,33767,4.5,79
La Pita,Tampa,14959 N Florida Ave,FL,33613,4.5,204
Pita's Republic,Tampa,5105 E Fowler Ave,FL,33617,3.5,12
Chicken Salad Chick,Tampa,4050 W Kennedy,FL,33609,4.5,67
D'Cajun Blues Roadhouse,St. Petersburg,3090 34 St N,FL,33713,4.5,7
A & W,Pinellas Park,7299 Park Blvd N,FL,33781,1.5,7
Popeyes Louisiana Kitchen,Tampa,5410 Staley Dr,FL,33610,1.5,7
First Watch,Clearwater,"5310 East Bay Dr, Ste 100",FL,33764,4.5,139
Valentinos Little Italy,St. Petersburg,1003 4th St N,FL,33701,3,19
The Island Grille & Raw Bar,Tierra Verde,210 Madonna Blvd,FL,33715,4,481
Circles Bistro,Tampa,13002 N Dale Mabry Hwy,FL,33618,4,62
Miyako Sushi Bar & Hibachi Grill,Largo,10439 Ulmerton Rd,FL,33771,2.5,44
AirHeads Trampoline Arena - St. Pete/Clearwater,Largo,12401 Belcher Rd,FL,33773,3.5,46
Sneaky's Sports Bar & Grill,Largo,7500 Ulmerton Rd,FL,33771,3,15
Ybor Chophouse,Tampa,1536 E 7th Ave,FL,33605,3.5,479
Hong Kong House,Tampa,1120 E Fowler Ave,FL,33612,3.5,171
Serengeti Overlook Restuarant,Tampa,10165 N McKinley Dr,FL,33612,3,20
Unks Bar B Que,Tampa,206 N Oregon Ave,FL,33606,5,9
Pal Joey's,Clearwater,1791 S Highland Ave,FL,33756,3.5,43
Bavaro's Pizza Napoletana & Pastaria,Saint Petersburg,945 Central Ave,FL,33705,4,277
KFC,Ruskin,3102 College Ave E,FL,33570,3,25
Hole In One Donuts,Plant City,410 N Alexander St,FL,33563,5,37
Taco King,Tampa,4001 N Armenia Ave,FL,33607,4.5,12
Farrell's On the Island,Tampa,221 E Davis Blvd,FL,33606,4,74
Smokin' Rib Shack 2,Tampa Bay,36055 US 19 N,FL,34684,4,34
Burger King,Spring Hill,1390 Commercial Way,FL,34606,2,16
china wok,Palm Harbor,36115 East Lake Rd S,FL,34685,2.5,9
Pinto Thai Restaurant,Tampa,"4205 S Macdill Ave, Ste F-G",FL,33611,4.5,29
Arby's,Saint Petersburg,571 34th St N,FL,33713,2.5,20
Sweet Tomatoes,Palm Harbor,31151 US Rte 19 N,FL,34682,3.5,104
Sphinx Cafe,Clearwater,30051 US Hwy 19 N,FL,33761,4.5,10
Applebee's Grill + Bar,Brandon,829 Providence Rd,FL,33511,2.5,86
Tropez St. Pete,Saint Petersburg,437 Central Ave,FL,33701,4.5,93
Jerk Chicken Express,Town 'n' Country,10007 W Hillsborough Ave,FL,33615,5,9
KFC,Largo,2530 E Bay Dr,FL,33771,1.5,14
Seffner Soul,Seffner,323 Lettie Ln,FL,33584,4.5,7
EDGE Rooftop Cocktail Lounge,Tampa,1207 S Howard Ave,FL,33606,3.5,85
Chuck E. Cheese,Saint Petersburg,1024 58th St N,FL,33710,2.5,20
Subway,Tampa,"9720 Princess Palm Ave, Ste 116",FL,33619,2.5,9
Seminole Subs & Gyros,Largo,11775 Seminole Blvd,FL,33778,4,100
Chipotle Mexican Grill,Temple Terrace,"5114 E Fowler Ave, Ste 101",FL,33617,2,10
Nauti-Nancy's,Clearwater,1760 Turner St,FL,33755,4.5,277
Ram's Family Restaurant,Hudson,13840 Little Rd,FL,34667,4.5,148
Brooklyn Pizza,Seminole,10785 Park Blvd,FL,33772,4,176
Hookah Hut,Tampa,3215 Henderson Blvd,FL,33609,4,8
Julian's Little Italy,Dunedin,916-A Patricia Ave,FL,34698,4,118
Poké Falls,Tampa,13815 W Hillsborough Ave,FL,33635,4.5,55
Ken Sushi & Asian Bistro,Clearwater,2801 Gulf To Bay Blvd,FL,33759,4.5,385
Category 36 Taphouse,St Pete Beach,7430 Gulf Blvd,FL,33706,5,84
Best NY Pizza,Tampa,14741 N Dale Mabry Hwy,FL,33618,3,127
Church's Chicken,Clearwater,1575 Gulf-to-Bay Blvd,FL,33755,2,26
Marios Trattoria And Bar,Tampa,5427 Bayshore Blvd,FL,33611,4,22
Beach Waves Grill,Indian Rocks Beach,"2300 Gulf Blvd, Ste 1",FL,33785,4.5,66
Pino's Cafe,Tampa,6901 W Hillborough Ave,FL,33634,4.5,29
Dairy Queen Grill & Chill,Seminole,10820 Park Blvd,FL,33772,3.5,18
The Twisted Indian Food Truck,St. Petersburg,,FL,33634,4.5,23
Moe's Southwest Grill,Odessa,12464 Fl-54,FL,33556,2,30
Tikka Masalaa,Tampa,10029 W Hillsborough Ave,FL,33615,4.5,64
El Rincon Mexicano,Tampa,4907 N Armenia Ave,FL,33603,3.5,5
New China Beach,Clearwater,6170 Ulmerton Rd,FL,33760,3.5,43
Caesar's Sports Pub & Pizzeria,Dunedin,1757 Main St,FL,34698,3.5,16
S Gyros,Tampa,1906 W Kennedy Blvd,FL,33606,3.5,6
Patrick's Bayside Grill,St. Pete Beach,5007 Gulf Blvd,FL,33706,3,7
Stefano's,Seminole,13023 Park Blvd,FL,33785,4,92
Wendy's,Tampa,8305 Sheldon Road,FL,33615,2.5,13
Slice Of Heaven Pizza,Holiday,1366 Alt 19,FL,34691,3.5,66
Inside the Box,Tampa,2002 N Florida Ave,FL,33602,4,27
China House,Tampa,3978 W Hillsborough Ave,FL,33614,2.5,8
Estela's Mexican Restaurant,Saint Petersburg,10478 Roosevelt Blvd,FL,33702,2.5,34
Mei's World Pizza,Tampa,2592 E Bearss Ave,FL,33613,4.5,117
Colonial Corner Hoagie Shop,Pinellas Park,7201 49th St N,FL,33781,3.5,27
Moe's Southwest Grill,Brandon,1011 E Brandon Blvd,FL,33511,1.5,27
Chili'S Grill And Bar,Land O' Lakes,2009 Collier Pkwy,FL,34639,2.5,16
ABC Pizza,Zephyrhills,5963 Gall Blvd,FL,33542,3,9
Madison Restaurant,New Port Richey,5934 Trouble Creek Rd,FL,34652,3.5,55
Dunkin',Riverview,9020 Progress Blvd,FL,33578,1.5,13
Pizza Hut,Saint Petersburg,4350 66th St N,FL,33709,1.5,11
Bistro Bleu,Tampa,2402 S MacDill Ave,FL,33629,3.5,13
Samba Room,Tampa,1502 S Howard Ave,FL,33606,3,10
Shish Kebab and Turkish Cuisine,Tampa,10061 W Hillsborough Ave,FL,33615,3.5,5
JT's Roadhouse,Tampa,13609 N Florida Ave,FL,33613,3,5
Beve Cibo,Lithia,5622 Lithia Pinecrest Rd,FL,33547,3.5,55
Panera Bread,Tampa,18011 Highwoods Preserve Pkwy,FL,33647,3,64
The Sand Bar,Madeira Beach,121 129th Ave E,FL,33708,4.5,30
Village Inn,Largo,13105 Walsingham Rd,FL,33774,3.5,67
Entre Panes,Lutz,24726 State Rd 54,FL,33559,4.5,10
The Bistro,Tarpon Springs,17 N Safford Ave,FL,34689,4,82
Daily News Cafe & Restaurant,Clearwater,401 S Belcher Rd,FL,33765,4.5,69
Brandon Pizzeria,Brandon,140 N Parsons Ave,FL,33510,3.5,147
Domino's Pizza,Tampa,4115 W Kennedy Blvd,FL,33609,3,26
Hibachi Buffet at Clearwater FL,Clearwater,2456 Gulf To Bay Blvd,FL,33765,2,15
Chef Ken's Smokehouse BBQ,Saint Petersburg,9617 Bay Pines Blvd,FL,33708,4.5,7
Pho Kim Long,Tampa,8206 W Waters Ave,FL,33615,4,5
Ruby Thai Kitchen,Clearwater,"27001 US Hwy 19 N, Ste 2081",FL,33761,3.5,8
Big Papa's Pit,Tampa,2802 E Bearss Ave,FL,33559,3,33
Giordano's,Port Richey,10042 US Hwy 19,FL,34668,2.5,10
Campbell's Dairyland,Brandon,200 S Parsons Ave,FL,33511,4,128
Hungry Howie's Pizza & Subs,Tampa,3216 S Dale Mabry,FL,33629,3,17
Tijuana Flats,Clearwater,"2849 Gulf To Bay Blvd, Unit C",FL,33759,4,35
Clear Sky Draught Haus,Dunedin,680 Main St,FL,34698,4,719
Bunga Raya Restaurant & Sushi Bar,Palm Harbor,4952 Ridgemoor Blvd,FL,34685,4,133
El Chapo Taco,Gulfport,3038 Beach Blvd S,FL,33707,4,73
JusThai,Saint Petersburg,3201 Fourth St N,FL,33704,2.5,87
Pronto Pizza,Dunedin,1493 Main St,FL,34698,2.5,20
Max & Chz,Tampa,117 S Hyde Park Ave,FL,33606,2.5,19
Panda Express,Riverview,10771 Big Bend Rd.,FL,33579,1.5,29
Smitty's Restaurant,Clearwater,4890 122nd Ave N,FL,33762,3,14
Mr Mango Tampa,Tampa,2223 N West Shore Blvd,FL,33607,4.5,14
Harborita Cantina,Safety Harbor,519 2nd St S,FL,34695,2.5,52
La Creperia Café,Gulfport,5701 Shore Blvd S,FL,33707,4,5
Poblanos Mexican Grill & Bar,Brandon,795 W Lumsden,FL,33511,2.5,65
Mamma Lane's Coffee House,Tarpon Springs,212 E Tapron Ave,FL,34689,5,6
Texas Roadhouse,Wesley Chapel,26409 Silver Maple Pkwy,FL,33544,3.5,258
Boca - Brandon,Riverview,11206 Sullivan St,FL,33578,4,522
Cafe Kili,Tampa,5731 E Fowler Ave,FL,33617,4.5,28
Underway Cafe,Hernando Beach,3435 Shoal Line Blvd,FL,34607,4,6
Casa Mexicana Bar & Grill,Tampa,3642 W Gandy Blvd,FL,33611,4,96
Sweet Tomatoes,Port Richey,10156 US 19N,FL,34668,4,25
Kawa Japanese Steak House & Sushi,New Port Richey,8631-1 Little Rd,FL,34654,3,34
Detroit Coney Island,Palm harbor,32922 US Hwy 19,FL,34684,4.5,246
Blue Moon Pizza & Gyro,Tampa,8416 N 56th St,FL,33617,4,15
Amore Mio,Tampa,6803 N Armenia Ave,FL,33604,4,29
Steak ’n Shake,Port Richey,9116 US Highway 19 N,FL,34668,2.5,45
Luigi's Italian Restaurant,Tampa,"3224 W Gandy Blvd, Ste 3",FL,33611,3.5,37
Alex's,Tampa,5362 W Village Dr,FL,33624,4,54
Beef 'O' Brady's,Largo,13847-C Walsingham Rd,FL,33774,3,11
McDonald's,Tampa,926 W Fletcher Ave,FL,33612,2.5,20
Tito's Latin Kitchen,Tampa,1809 W Waters Ave,FL,33604,4.5,10
Palma Ceia Pizzeria & Wings,Tampa,3838 W Neptune St,FL,33629,2.5,9
Five Guys,Tampa,"14398 N Dale Mabry Hwy, Ste 106",FL,33618,3.5,41
JC Noodle House,Tampa,14803 N Dale Mabry Hwy,FL,33618,4,158
Firehouse Subs,St. Petersburg,"4949 4th St N, Ste 300",FL,33703,3,25
Bazille,Tampa,2223 N Westshore Blvd,FL,33607,4.5,203
Panos Kouzina,Safety Harbor,3101 SR 580,FL,34695,4,15
Cali Burger,Tampa,8302 W Hillsborough Ave,FL,33634,2.5,20
Cooper's Hawk Winery & Restaurants - Tampa,Tampa,4110 W Boy Scout Blvd,FL,33607,4,1154
Robert's Smokin' BBQ,Port Richey,"7810 US 19, Bldg B",FL,34668,4.5,187
Caribbean Crown,Tampa,"4812 E Busch Blvd, Ste G",FL,33617,4.5,82
Bonefish Grill,Clearwater,2519 Mcmullen Booth Rd,FL,33761,3.5,207
The Brass Tap,Oldsmar,"4011 Tampa Rd, Ste 8",FL,34677,3,57
Fitlife Foods - Carrollwood,Tampa,14407 N Dale Mabry Hwy,FL,33618,4,41
Cosmo's Cafe,Largo,13336 66th St,FL,33773,4.5,24
Vittoria's Pizza Subs & Pasta,Clearwater,1615 Gulf To Bay Blvd,FL,33755,1,9
Big Fred’s Route 66,Hudson,13824 US Hwy 19 N,FL,34667,4.5,31
China Wok,Tarpon Springs,1951 N Pinellas Ave,FL,34689,3,15
Willy's Burgers & Booze,St. Pete Beach,645 Corey Ave,FL,33706,4,482
Boca Bay Grille,Gulfport,2832 Beach Blvd S,FL,33707,3.5,39
Fred's BBQ,Odessa,8701 Gunn Hwy,FL,33556,3.5,17
Mitchell's Fish Market,Tampa,204 Westshore Plz,FL,33609,3.5,474
Wabi Sabi Japanese Fusion Cafe,Palm Harbor,35583 US Hwy 19 N,FL,34684,4,70
Council Oak Steaks & Seafood,Tampa,5223 Orient Rd,FL,33610,4,322
Pickles Plus,Clearwater,2530 N McMullen Booth Rd,FL,33761,4,138
Mi Bandera,Tampa,7748 W Hillsborough Ave,FL,33615,4,63
Papa's New York Diner,Clearwater,1764 Gulf To Bay Blvd,FL,33755,4,266
Tailgators Sports Bar & Pizza Pub,Largo,13847-C Walsingham Rd,FL,33774,3,29
CMX CinéBistro Hyde Park,Tampa,1609 W Swann Ave,FL,33606,4,438
My Greek Corner,Oldsmar,"3150 Tampa Rd, Ste 7",FL,34677,4.5,73
Don Pan,Wesley Chapel,1708 Bruce B Downs Blvd,FL,33544,3.5,56
El Caballero de Los Mares,Tampa,2104 W Busch Blvd,FL,33612,4,5
Taco Bus,Tampa,3939 US Hwy 301,FL,33619,3,54
Wendy's,St.Petersburg,9000 4Th St. N.,FL,33702,2,18
Clear Sky Cafe,Clearwater,"490 Mandalay Ave, Ste 1",FL,33767,4.5,1824
Tahitian Inn Coffee Shop & Restaurant,Tampa,601 S Dale Mabry Hwy,FL,33609,3.5,20
AliBaba Hookah Lounge,Tampa,10038 Cross Creek Blvd,FL,33647,4.5,11
La Casa Cafe,Spring Hill,3426 Deltona Blvd,FL,34606,3.5,8
Silver Ring Cafe,Tampa,1430 E 7th Ave,FL,33605,4,6
Wingstop,Spring Hill,11206 Spring Hill Dr,FL,34609,3,12
Chipotle Mexican Grill,Clearwater,2537 Countryside Blvd,FL,33761,2.5,60
The Cake Girl,Tampa,14851 N Dale Mabry Hwy,FL,33618,4.5,96
Overtime Sports Bar & Grill,Hudson,7736 State Rd 52,FL,34667,3,20
Philly's Famous Cheese Steaks,Clearwater,4375 E Bay Dr,FL,33764,3,77
Twistee Treat - St. Pete,Kenneth City,4310 66th St N,FL,33709,3.5,10
Popeyes Louisiana Kitchen,Tampa,2701 E Busch Blvd,FL,33612,2,18
Dragon Express,Tampa,2101 E Fletcher Ave,FL,33612,4,22
Italia Mia,Saint Petersburg,1165 62nd Ave N,FL,33702,4,156
Estela's Mexican Restaurant,Brandon,312 E Brandon Blvd,FL,33511,2,27
Checkers,Ruskin,3854 Sun City Ctr,FL,33573,1.5,29
Kwality Fusion,Tampa,2025 E Fowler Ave,FL,33612,4,7
Checkers,Holiday,1501 US Highway 19,FL,34691,3,14
Square 1 Burgers & Bar,Tampa,4100 George J Bean Pkwy,FL,33607,2.5,31
McDonald's,Riverview,13118 S US Hwy 301,FL,33569,2,27
Buffalo Wild Wings,Wesley Chapel,26725 Florida 56,FL,33544,2.5,178
PDQ Temple Terrace,Tampa,5112 E Fowler Ave,FL,33617,3,5
Twistee Treat - New Tampa,Tampa,8810 New Tampa Blvd,FL,33647,3.5,70
Chopstix,Tampa,1441 E Fletcher Ave,FL,33612,3,32
Global A'fare,Tampa,3023 W Kennedy Blvd,FL,33609,4,40
Sap Sap Lao Cafe,Pinellas Park,4366 Park Blvd N,FL,33781,4.5,58
"La Chiquita, Taqueria Y Panaderia",Clearwater,"1907 Drew St, Ste A",FL,33765,4.5,9
Chill Restaurant & Bar,Saint Pete Beach,7410 Gulf Blvd,FL,33706,4,275
