name,city,address,state,postal_code,stars,review_count
Mandarin Palace,Philadelphia,1835 Chestnut St,PA,19103,3.5,185
Bridget Foy's,Philadelphia,200 South St,PA,19147,3.5,312
Sinclair's Sunrise Cafe,Kennett Square,127 E State St,PA,19348,4,10
Mike's Brick Oven Pizza,Pottstown,601 N Charlotte St,PA,19464,3,55
Nick's Vegan,Philadelphia,1507 N 33rd,PA,19121,4.5,8
Gaya,Blue Bell,1002 W Skippack Pike,PA,19422,3.5,60
Hatch & Coop,Philadelphia,125 South 40th St,PA,19104,3,15
Folcroft Diner,Folcroft,1512 Chester Pike,PA,19032,4,120
Mazia,North Wales,1200 Welsh Rd,PA,19454,3,6
Wimpy's Original,Pottstown,2212 Pottstown Pike,PA,19465,4.5,21
Asian Palace,Philadelphia,2001 W Oregon Ave,PA,19145,3.5,55
Redhouse Bagels - Bensalem,Bensalem,3677 Hulmeville Rd,PA,19020,3,15
Leonardo's Pizza,Chalfont,19 W Butler Ave,PA,18914,4,21
Sweet Lucy's Smokehouse,Philadelphia,7500 State Rd,PA,19136,4.5,721
Vault Brewing,Yardley,10 S Main St,PA,19067,4,632
Gordon Stein -I Love Philly Homes Team - Compass,Philadelphia,"1624 Locust St, Floor 5",PA,19103,5,5
Market 16 Noodle Bar,Philadelphia,34TH Market St,PA,19104,1.5,39
Matt's Gourmet Sliders,Philadelphia,"3601 Market St, Ste 5",PA,19104,4,32
Taco Bell,Upper Darby,7500 Westchester Pike,PA,19082,3,22
Sushiman,Huntingdon Valley,2501 Huntingdon Pike,PA,19006,4.5,98
The Sumney,Gwynedd,1610 W Point Pike,PA,19436,3.5,69
Wendy's,Doylestown,400 N. Main Street,PA,18901,2,27
Arisu Korean Restaurant,Blue Bell,1002 W Skippack Pike,PA,19422,4,56
Valley Forge Trattoria & Lounge,Phoenixville,1130 Valley Forge Rd,PA,19460,3.5,112
TGI Fridays,Langhorne,685 Middletown Blvd,PA,19047,2.5,71
Little Caesars,Feasterville-Trevose,9 Bustleton Pike,PA,19053,2.5,7
Azie in Media,Media,217 W State St,PA,19063,3.5,269
Parmigiana,Philadelphia,501 Fairmount Ave,PA,19123,4.5,12
Bibou,Philadelphia,1009 S 8th St,PA,19147,4.5,364
Freshies Pizza & Grill,Spring City,625 New St,PA,19475,4,16
Spatola's Pizza,Lansdale,1801 N Broad St,PA,19446,3,28
Casa Mia,Media,1175 W Baltimore Pike,PA,19063,4,64
Charlie's Pub,Philadelphia,114 N 3rd St,PA,19195,4,41
IHOP,Philadelphia,4310 Roosevelt Blvd,PA,19124,2,59
Cosi,Exton,295 Main St,PA,19341,2,35
Seventh Avenue Grill,Lansdowne,7 S Lansdowne Ave,PA,19050,4.5,38
Del Rossi's Cheesesteak,Philadelphia,538 N 4th St,PA,19123,3.5,338
The Borough Pub,Bristol,1800 Farragut Ave,PA,19007,4,61
Pete's Pizza,Philadelphia,5158 Haverford Ave,PA,19139,2,33
Chewy's Food Truck,Philadelphia,,PA,19104,4.5,87
Biryani King,Exton,290 E Lincoln Hwy,PA,19341,3,31
Rivster's on High,Pottstown,250 E High St,PA,19464,5,5
Gul's Breakfast & Lunch Cart,Philadelphia,36th St,PA,19104,4.5,10
Randazzo's Pizzeria,Philadelphia,1826 S St,PA,19146,4,153
Ota-Ya Japanese Restaurant,Newtown,10 Cambridge Ln,PA,18940,4,63
Dunkin',Philadelphia,7512 Bustleton Ave,PA,19152,2.5,7
The Bridgeview Cafe,Philadelphia,4600 Richmond St,PA,19137,4,21
The Phils Tavern,Blue Bell,931 Butler Pike,PA,19422,3.5,157
Carmine's Italian Grille,Blue Bell,1301 Skippack Pike,PA,19422,3,38
Feasterville Family Bakery,Feasterville Trevose,316 Bustleton Pike,PA,19053,4,7
Aprons Restaurant,Philadelphia,1621-1623 W Cecil B Moore Ave,PA,19121,4,6
Won Oriental Restaurant,Philadelphia,216 S 40th St,PA,19104,3,20
Dump-N-Roll,Philadelphia,,PA,19104,4.5,173
Lee's Chinese Restaurant,Philadelphia,9226 Ashton Rd,PA,19114,3.5,5
Flavours of India,Norristown,79 E Germantown Pke,PA,19401,3.5,21
Palladino's,Philadelphia,1934 E Passyunk Ave,PA,19148,3.5,102
Taco Bell,Warminster,430 York Rd.,PA,18974,2,58
City View Pizza and Grill,Philadelphia,5608 N Broad St,PA,19141,2,30
Euro Pizza,Newtown Square,33 S Newtown St Rd,PA,19073,4.5,18
Crawdaddy's Bayou Bar & Grill,West Chester,1215 W Chester Pike,PA,19382,3.5,14
Night Owls Fast Food,Philadelphia,1454 S Newkirk St,PA,19146,3,68
Tokyo Mandarin,Philadelphia,7030 Castor Ave,PA,19149,4.5,71
Wingstop,Philadelphia,"6024 Ridge Ave, Ste 118",PA,19128,3,13
Station Pizza ll,Willow Grove,101 E Moreland Rd,PA,19090,2.5,35
The Cafe At 2011 Walnut,Philadelphia,2011 Walnut St,PA,19103,3.5,23
La Villa Mexican Grille,Skippack Village,4101 Skippack Pike,PA,19474,3,29
Jake's Eatery,Newtown,49 Cambridge Ln,PA,18940,3,99
Chipotle Mexican Grill,Philadelphia,"1200 Walnut St, Ste B",PA,19107,3,127
Victorino’s Pizza & Catering,Conshohocken,116 Ford St,PA,19428,4,45
Mint Indian Cuisine,Media,11-13 West State St,PA,19063,3.5,32
Loch Nairn Golf Club,Toughkenamon,RR 1,PA,19374,3.5,5
Boston Market,Philadelphia,451 Franklin Mills Cir,PA,19154,2,22
Manny Brown's,Langhorne,25 Summit Sq,PA,19047,3,21
Fairways Pub & Grille,Pottstown,3347 W Ridge Pike,PA,19464,3.5,29
Fat Jack's BBQ,Elkins Park,"8120 Old York Rd, Ste 150",PA,19027,3,65
Tambayan,Philadelphia,51 N 12th St,PA,19107,3.5,26
K'Far Cafe,Philadelphia,110 S 19th St,PA,19103,4.5,356
Cafe Chismosa,Philadelphia,900 N 4th St,PA,19123,4.5,139
The Dinner House,Philadelphia,2706 E Allegheny Ave,PA,19134,4.5,52
Giovanni Pizza,Royersford,466 Main St,PA,19468,4,93
Fuel,Philadelphia,1917 E Passyunk Ave,PA,19148,3.5,262
O'Towne Tavern,Oreland,100 Plymouth Ave,PA,19075,4,9
Saladworks,Huntingdon Valley,"759 Huntingdon Pike, Ste B",PA,19006,3,33
Mirna's,Jenkintown,417 Old York Rd,PA,19046,3.5,26
Hilldale Kitchen,Darby,190 S Macdade Bvld,PA,19023,3.5,9
Paradise Jamaican Cuisine,Morrisville,1 E Trenton Ave,PA,19067,4.5,19
Sue's Market,Philadelphia,275 St James Pl,PA,19106,4,9
Subway,Levittown,180 Levittown Pkwy,PA,19056,2,5
Big Q BBQ,Levittown,1140 Oxford Valley Rd,PA,19057,2.5,65
Tandoori Of India,Philadelphia,1100 Jackson St,PA,19148,4,71
Feltonville Express Pizza,Philadelphia,4812 Rising Sun Ave,PA,19120,2,26
King's Island Chinese & Japanese Restaurant,Kennett Square,843 E Baltimore Pike,PA,19348,3.5,12
Em J's Cafe,Berwyn,814 Lancaster Ave,PA,19312,4,129
Dinardo's Famous Crabs,Philadelphia,312 Race St,PA,19106,2.5,256
Rock N' Rolls Egg Rolls,Philadelphia,1308 W Girard Ave,PA,19123,4,19
Take A Taste Cafe,Langhorne,407 E Lincoln Hwy,PA,19047,4.5,13
Red Kings 2 Restaurant,Philadelphia,1006 Race St,PA,19107,3.5,68
Johnnie's Italian Restaurant,Philadelphia,4201 Comly St,PA,19135,4,17
Dunkin',Newtown Square,20 N Newtown Street Rd,PA,19073,3,10
Pete's Pizza,Philadelphia,201 S 60th St,PA,19139,2,28
Giovanni's 724 Restaurant,Pottstown,1492 E Schuylkill Rd,PA,19465,4,114
Italy to go,Glen Mills,1810 Wilmington Pike,PA,19342,4.5,5
Raw Can Roll Cafe,Wayne,767 W Lancaster Ave,PA,19087,4.5,124
Firebirds Wood Fired Grill,Collegeville,51 Town Center Dr,PA,19426,3.5,261
Chipotle Mexican Grill,Wyncote,"2401 W Cheltenham Ave, Ste 220",PA,19095,1.5,48
Mama Hawk’s Kitchen & Coffee,Lahaska,58 Peddlers Village Rd,PA,18931,4,33
Chinnar Indian Cuisine,Berwyn,416 W Swedesford Rd,PA,19312,3.5,101
Pho 63,Harleysville,690 Main St,PA,19438,4,9
Philly Style Soft Pretzel Bakery,Levittown,920 Woodbourne Rd,PA,19057,4.5,22
Via Napoli,Philadelphia,2500 Welsh Rd,PA,19152,3.5,75
Chiu’s Kitchen,Philadelphia,122 N 10th St,PA,19107,4.5,11
Misconduct Tavern,Philadelphia,1511 Locust St,PA,19102,3.5,396
Top of the Hill Café,Philadelphia,184 E Evergreen Ave,PA,19118,4,64
The Stone Tavern,West Chester,1227 West Chester Pike,PA,19382,3.5,89
Nooddi-Thai Chef,Folsom,500 E MacDade Blvd,PA,19033,2.5,14
Blueprint Brewing,Harleysville,1571 Gehman Rd,PA,19438,4,29
Hershel's East Side Deli,Philadelphia,51 N 12th St,PA,19107,4.5,718
Greenstraw,Newtown,243 N Sycamore St,PA,18940,3.5,90
Laura's Pizzeria & Italian Ristorante,Harleysville,371 Main St,PA,19438,3.5,50
Dujour,Haverford,379 Lancaster Ave,PA,19041,3,46
PrimoHoagies,Prospect Park,904 Chester Pike,PA,19076,2.5,21
Fuji Fine Japanese Cuisine,North Wales,1210 Bethlehem Pike,PA,19454,3.5,57
Schmear It,Philadelphia,3601 Market St,PA,19104,4.5,50
Chamberlain's Roast Beef,Bethel Township,1362 Naamans Creek Rd,PA,19060,3,31
Hayashi Sushi,Philadelphia,814 S 47th St,PA,19143,4.5,53
Dmitri's,Philadelphia,944 N 2nd St,PA,19123,3.5,237
Tummy Yummies,Penndel,33 E Lincoln Hwy,PA,19047,3.5,49
El Paraiso Mexicano,Norristown,72 E Penn St,PA,19401,3.5,10
El Limon - Norristown,Norristown,1000 Sandy Hill Rd,PA,19401,4,93
Bella Napoli Pizzeria,Phoenixville,1065 Township Line Rd,PA,19460,2.5,71
Grace Buffett,Exton,133 E Swedesford Rd,PA,19341,2.5,9
Uncle Tomy's,Philadelphia,1653 S 27th St,PA,19145,3,28
Villari Brothers Bakery,Philadelphia,2134 S 10th St,PA,19148,5,25
BlueFin Restaurant,East Norriton,2820 Dekalb Pike,PA,19401,4.5,315
Palm-A-Bagel,Kennett Square,"826 E Baltimore Pike, Unit 4",PA,19348,4,29
Ming's Restaurant,Hatboro,121 S York Rd,PA,19040,4,81
Kowloon Chinese Restaurant,Lansdale,"850 S Valley Forge Rd, Ste 13",PA,19446,3.5,32
Golden Dragon,Philadelphia,1503A E Wadsworth Ave,PA,19150,2.5,6
The Gold Standard Cafe,Philadelphia,4800 Baltimore Ave,PA,19143,3,312
Fritz's Bakery,Croydon,500 State Rd,PA,19021,5,5
Le Onde Ristorante,Elkins Park,7909 Park Ave,PA,19027,5,19
Hurley's American Grille,Horsham,561 Horsham Rd,PA,19044,3.5,30
Cracker Barrel Old Country Store,Trevose,3611 Horizon Blvd,PA,19053,3.5,133
Knockbox Cafe,Philadelphia,405 S 45th St,PA,19104,4,115
China Pavilion,Malvern,490 Lancaster Ave,PA,19355,3,41
Chipotle Mexican Grill,Springfield,801 Baltimore Pike,PA,19064,2,50
Horizons,Philadelphia,611 S 7th St,PA,19147,4.5,179
McDonald's,Warrington,250 Metro Dr,PA,18976,1.5,33
Old Country Buffet,Philadelphia,4640 Roosevelt Blvd,PA,19124,2.5,22
Audrey Claire,Philadelphia,276 S 20th St,PA,19103,4,722
Newmans Grill,Philadelphia,5946 Germantown Ave,PA,19144,2.5,11
Little Susie's Coffee & Pie,Philadelphia,2532 E Lehigh Ave,PA,19125,4.5,26
La Petite Dauphine,Philadelphia,2029 Walnut St,PA,19103,3.5,38
Honest Restaurant,Bensalem Township,2356 Street Rd,PA,19020,3.5,57
Yalda Grill & Kabob,Horsham,222 Horsham Rd,PA,19044,4,23
Herosame,Ardmore,2371 Haverford Rd,PA,19003,4,190
Waterfront Gourmet Cafe & Deli,Philadelphia,5 N Christopher Columbus Blvd,PA,19106,4,34
The Locks At Sona,Philadelphia,4417 Main St,PA,19127,2.5,16
Roman Delight,Abington,1418 Old York Rd,PA,19001,3.5,80
Shake Shack,Philadelphia,2000 Sansom St,PA,19103,3.5,777
Long River Chinese Restaurant,Philadelphia,1543 Spring Garden St,PA,19130,2,51
Palm Tree Gourmet,Philadelphia,901 S 2nd St,PA,19147,5,44
Jersey Mike's Subs,Blue Bell,"960 Dekalb Pike, Suite210",PA,19422,3,31
Black & Brew,Philadelphia,1523 E Passyunk Ave,PA,19147,4,271
Cafe Vinh Long,Philadelphia,2230 S 7th St,PA,19148,4.5,6
Melt Shop,King Of Prussia,"160 N Gulph Rd Space C262b, Spc C262B",PA,19406,3.5,74
Burger King,Langhorne,121 W Lincoln Hwy,PA,19047,3,8
On Point Bistro,Philadelphia,1200 Point Breeze Ave,PA,19146,4.5,240
Lai Lai Garden,Blue Bell,1144 Dekalb Pike,PA,19422,3,106
Domino's Pizza,Bensalem,2615 Street Rd,PA,19020,1,33
ShopRite of Yardley,Yardley,1603 Big Oak Rd,PA,19067,3.5,41
Quick & Quality,Philadelphia,4836 Spruce St,PA,19139,4,5
Taco Bell,Clifton Heights,5311 W. Baltimore Avenue,PA,19018,2,11
Fletcher's BBQ,Abington,1409 Easton Rd,PA,19001,3.5,25
Chima Steakhouse,Philadelphia,1901 John F Kennedy Blvd,PA,19103,3.5,697
Smucker's Salad,Newtown,2150 S Eagle Rd,PA,18940,3.5,6
Bears Den of Boyertown,Boyertown,131 S Chestnut St,PA,19512,4,21
Vgë Café,Bryn Mawr,845 B W Lancaster Ave,PA,19010,4,115
Hops/Scotch,Doylestown,22 S Main St,PA,18901,4,33
Main Street Pho,Philadelphia,4307 Main St,PA,19127,4,133
Basilico's Pizza & Co,Perkasie,2301 N 5th St,PA,18944,4.5,15
KFC,Philadelphia,716 Adams Ave,PA,19124,2,7
Chili's,Philadelphia,2451 W Cheltenham Ave,PA,19150,1.5,86
China Wok III,Folcroft,1844 Delmar De,PA,19032,3.5,12
Los Tacos,Philadelphia,5104 N 5th St,PA,19120,3.5,37
Randazzo's Pizza,Jamison,2395 York Rd,PA,18929,4,62
Subway,Springfield,"400 South State Road, Unit S",PA,19064,2.5,8
Wendy's,Huntingdon Valley,733 Huntingdon Pike,PA,19006,1.5,36
Texas Wiener,Philadelphia,3963 Lancaster Ave,PA,19104,4.5,45
Hook & Reel Cajun Seafood & Bar,Wyncote,"2401 W Cheltenham Ave, Ste 120",PA,19095,3.5,41
Machi Sushi Bar,Philadelphia,209 S 20th St,PA,19103,3.5,186
The Coffee Station,Garnet Valley,3518 Foulk Rd,PA,19061,3.5,64
Italian Express,Philadelphia,2641 W Girard Ave,PA,19130,3.5,47
Takka Grill,Philadelphia,418 E Wyoming Ave,PA,19120,2,10
Magic Pot,Philadelphia,2818 Cottman Ave,PA,19149,4.5,25
Queen of India,Lansdale,"113 Walnut St, Ste 113",PA,19446,2.5,9
Table 11,Media,11 W State St,PA,19063,3,40
Levis Hot Dogs & Sandwiches,Abington,966 Old York Rd,PA,19001,3.5,70
Bamboo Bistro,Swarthmore,333 Dartmouth Ave,PA,19081,4,91
Same Same,Philadelphia,614 N 2nd St,PA,19123,4,109
True Food Kitchen,King Of Prussia,239 Mall Blvd,PA,19406,4,531
La Pergola,Jenkintown,726 West Ave,PA,19046,3.5,57
China Aston,Aston,415 Marianville Rd,PA,19014,2.5,15
Zoup,Glen Mills,509 Wilmington Pike,PA,19342,3.5,6
Longhitano's Pizza,Southampton,751 St Rd,PA,18966,3.5,36
PrimoHoagies,Springfield,504 Baltimore Pike,PA,19064,3,47
Sariano's Country Cafe,Lahaska,"5860 Lower York Rd, Ste 9B",PA,18931,3.5,5
WIBS,Collegeville,"1850 S Collegeville Rd, Ste 107",PA,19426,4,95
Club Risqué,Philadelphia,1700 S Christopher Columbus Blvd,PA,19148,3.5,52
Mayflower Chinese Restaurant,Pottstown,"600 Heritage Dr, Ste 104",PA,19464,4,22
Seafood Hibachi Gourmet,Boothwyn,627 Conchester Hwy,PA,19061,4,10
Ishkabibble's,Philadelphia,517 S St,PA,19147,3.5,191
Kildare's,Philadelphia,509 S 2nd Street,PA,19147,3.5,9
Canto House,Philadelphia,941 Race St,PA,19107,4,43
Side Bar and Restaurant,West Chester,10 E Gay St,PA,19380,3.5,131
Pastificio,Philadelphia,1528 Packer Ave,PA,19145,4.5,107
Sticks & Stones,Philadelphia,1909 E Passyunk Ave,PA,19148,3,28
China Wok Restaurant,Croydon,316 Bristol Pike,PA,19021,4.5,19
Tribe Cafe,Philadelphia,2310 N Broad St,PA,19132,3,21
Holme Style Pizza,Philadelphia,2907 Holme Ave,PA,19136,2.5,27
Alarz Restaurant & Grill,Bensalem,2088 Street Rd,PA,19020,4.5,59
Gemelli on Main,Philadelphia,4161 Main St,PA,19127,3,21
Aneu Bistro and Wine Bar,Berwyn,575 Lancaster Ave,PA,19312,3,40
Chickie's & Pete's,Philadelphia,4010 Robbins Ave,PA,19135,3.5,115
Cucina Forte,Philadelphia,768 S 8th St,PA,19147,4,140
Another Pizza Shop,Havertown,28 N Manoa Rd,PA,19083,3.5,14
Monty's Sandwich Shop,Southampton,354 2nd St Pike,PA,18966,4.5,114
Bodhi Coffee,Philadelphia,410 S 2nd St,PA,19147,4,167
Fueling Station,Philadelphia,"224 S Broad St, Fl 8",PA,19102,3,5
Vinces Pizza - Yardley,Yardley,25 S Main St,PA,19067,3.5,64
Prospectors Bar & Grille,Prospect Park,400 Lincoln Ave,PA,19076,3,5
Picasso Restaurant & Bar,Media,36 W State St,PA,19063,3,34
Tom's Corner Grill & Pizza,Philadelphia,7375 Crabtree St,PA,19136,3.5,11
Solly Pizza,Philadelphia,8108 Bustleton Ave,PA,19152,4,40
Philly Dawgz,Philadelphia,3240 N Broad St,PA,19140,4,5
Bruno's Cafe & Trattoria,Malvern,81 Lancaster Ave,PA,19355,3.5,7
Joey's Pizza,Thorndale,3449 Lincoln Hwy,PA,19372,4,75
Golden China Chinese Restaurant,Warminster,263 E County Line Rd,PA,18974,4,30
Flannel,Philadelphia,1819 E Passyunk Ave,PA,19148,4.5,113
Giorgio Pizza on Pine,Philadelphia,1334 Pine St,PA,19107,2.5,19
Tartes Pastry Shop,Philadelphia,212 Arch St,PA,19106,4,181
Buffalo Wild Wings,Phoenixville,1510 Egypt Rd,PA,19426,2.5,123
Shanks Original,Philadelphia,901 S Columbus Blvd,PA,19147,3.5,132
Cassizzi Pizzeria,Philadelphia,2533 E Clearfield St,PA,19134,3.5,11
Rams Pizza Tavern,Clifton Heights,25 E Broadway Ave,PA,19018,3,21
Tea Magic,Philadelphia,123 N 10th St,PA,19107,3,49
Sandman's Hookah Lounge,Springfield,122 Baltimore Pike,PA,19064,2.5,5
Chi Mc King,Philadelphia,1022 N Marshall St,PA,19123,4,22
Tiffin,Philadelphia,710 W Girard Ave,PA,19123,3.5,304
Newtown Square Pizza and Grill,Newtown Square,3113 W Chester Pike,PA,19073,4,47
Le Bar Lyonnais,Philadelphia,"Le Bec-Fin Downstairs, 1523 Walnut St",PA,19102,4,31
Classic Cake Bakery & Cafe,Philadelphia,1617 John F Kennedy Blvd,PA,19103,4.5,55
Domino's Pizza,Philadelphia,"6391 Oxford Ave, Ste B",PA,19111,1.5,25
Maggie Hook's Fish & Grille,Media,9 S State Rd,PA,19063,1.5,5
Famous Famiglia Pizzeria,Philadelphia,3409 Walnut St,PA,19104,2,9
Germantown Biergarten,Philadelphia,"8500 Essington Ave, Terminal B",PA,19153,2.5,16
Judah Mediterranean Grill,Philadelphia,9311 Krewstown Rd,PA,19115,4,102
Happy Days Mart,Folcroft,1541 Hook Rd,PA,19032,4.5,5
Francoluigi's Pizzeria & Italian Restaurant,Philadelphia,1549 S 13th St,PA,19147,4,303
Mainland Golf Course,Harleysville,2250 Rittenhouse Rd,PA,19438,3.5,9
Peace A Pie,Philadelphia,1429 Marlborough St,PA,19125,4,9
DoubleTree Suites by Hilton Hotel Philadelphia West,Plymouth Meeting,640 Fountain Rd,PA,19462,2.5,122
Mt. Fuji,Ardmore,36 Greenfield Ave,PA,19003,4,118
Saladworks,Exton,268 Exton Byp,PA,19341,4,6
BigBites BBQ,Quakertown,641 S West End Blvd,PA,18951,4.5,31
Westgate Pub,Havertown,1021 W Chester Pike,PA,19083,3,44
Village Taverna,Philadelphia,769 E Passyunk Ave,PA,19147,4,26
Petruce Et Al,Philadelphia,1121 Walnut St,PA,19107,4,101
Old London Style Pizza,Philadelphia,3573 Frankford Ave,PA,19134,3,11
Buckets Bar & Grill,Philadelphia,3749 Midvale Ave,PA,19129,4,14
Northbound,Souderton,2 W Broad St,PA,18964,4,93
McDonald's,Philadelphia,29 E Chelten Ave,PA,19144,1,16
Calloways Restaurant & Bar,Huntingdon Valley,1902 County Line Rd,PA,19006,3,14
Ruby Tuesday,Holmes,2650 Macdade Blvd,PA,19043,3,39
Green Eggs Cafe,philadelphia,33 S 18th St,PA,19103,4,119
Luberto's Brickoven Pizza,Dublin,169 N Main St,PA,18917,4,96
China Garden Restaurant,Bryn Mawr,906 Conestoga Rd,PA,19010,3,12
Villagio Pizza Cafe,Philadelphia,2533 Clearfield St,PA,19134,3,47
Tomo Sushi & Ramen,Philadelphia,228 Arch St,PA,19106,4.5,193
Philadelphia Cricket Club,Philadelphia,415 W Willow Grove Ave,PA,19118,4,13
Wawa,Philadelphia,7236-40 Germantown Ave,PA,19119,2.5,28
Saladworks,Willow Grove,2500 W Moreland Rd,PA,19090,2,14
Midori Sushi,Philadelphia,516 S 5th St,PA,19147,5,18
Seasons Pizza,Wayne,369 W Lancaster Ave,PA,19087,2.5,30
Dragon Garden,Springfield,131 S State Rd,PA,19064,3.5,22
Chick-fil-A,Norristown,680 S Trooper Rd,PA,19403,4.5,47
Pappy's Crab House,Folsom,902 E MacDade Blvd,PA,19033,5,18
Crust Pizzeria,Havertown,2415 W Darby Rd,PA,19083,4,36
Cosmis Pastries,Philadelphia,1221 W Oregon Ave,PA,19148,4,9
Buffalo Wild Wings,Warrington,"201 Easton Rd, Ste 118",PA,18976,2,163
Dunkin',Norristown,2601 Egypt Rd,PA,19403,2,13
The Breakfast Boutique,Philadelphia,6830 Ogontz Ave,PA,19138,4,138
El Provocon,Philadelphia,2843 Tyson Ave,PA,19149,4,18
Kayu,Philadelphia,1717 Arch St,PA,19103,3.5,29
Saladworks,Philadelphia,8500 Essington Ave,PA,19153,2.5,31
Baba Olga's Cafe & Supper Club,Philadelphia,4700 Wissahickon Ave,PA,19144,4.5,25
Carrabba's Italian Grill,Frazer,245 Lancaster Ave,PA,19355,3.5,24
Vernie's Soul Food,Philadelphia,1800 W Eleanor St,PA,19141,2.5,22
Big Daddy'z BBQ & Grill,Folsom,606 Macdade Blvd,PA,19033,4.5,158
Queen Chinese Restaurant,Flourtown,1444 Bethlehem Pike,PA,19031,3.5,24
Luke's Lobster Rittenhouse,Philadelphia,130 S 17th St,PA,19103,4.5,1161
Trios Tomato Pie,Elkins Park,939 Township Line Rd,PA,19027,4.5,27
Smoke Daddy's,Lansdale,800 W 5th St,PA,19446,5,6
Le Bus,Southwest Philadelphia,Terminal F,PA,19153,2.5,32
Ateethi,Philadelphia,9321 Krewstown Rd,PA,19115,3.5,96
King Food Restaurant,Philadelphia,7426 Frankford Ave,PA,19136,4,9
Gia Pronto,Philadelphia,1900 Market St,PA,19103,4,23
Barretta's,Kennett Square,739 W Cypress St,PA,19348,4,15
El Gallo Pinto Restaurant,Philadelphia,1163 S 7th. St,PA,19147,3.5,5
Rudee's Thai Cuisine,Wynnewood,333 E Lancaster Ave,PA,19096,4,45
Paradigm Restaurant & Bar,Philadelphia,239 Chestnut St,PA,19106,3,41
Julie's Cafe Creperie,Exton,268 Eagleview Blvd,PA,19341,3,29
Chava Juice Bar,North Wales,690 E Walnut St,PA,19454,4.5,14
Las Margaritas,Philadelphia,2538 Welsh Rd,PA,19152,3.5,511
Philadelphia Marriott Downtown,Philadelphia,"1201 Market Street, (guest entrance at 1200 Filbert Street).",PA,19107,3,595
Taste of Mogul,Philadelphia,2226 Cottman Ave,PA,19149,3.5,5
Leandro's Pizza House,Upper Darby,62 S 69th St,PA,19082,4.5,48
District Taco,Philadelphia,1140 Market St,PA,19107,3,74
Original Dominick's,Dublin,230 Rt 313,PA,18944,4.5,20
Spaghetti Warehouse,Philadelphia,1026 Spring Garden St,PA,19123,2,29
Hibachi Grill,Montgomeryville,675 Bethlehem Pike,PA,18936,2.5,69
Encore,Philadelphia,4002 W Girard Ave,PA,19104,4,9
First Watch,Wynnewood,31 East Wynnewood Rd,PA,19096,3.5,197
The Porch,Lansdale,"Courtyard Marriott, 1737 Sumneytown Pike",PA,19446,3.5,26
Wendy's,Philadelphia,501 Adams Ave,PA,19120,1.5,8
The Copperfield Inn at Lakeside,Royersford,594 W Ridge Pike,PA,19468,3.5,79
Tailgate Barbecue,Glenside,282 N Keswick Ave,PA,19038,3.5,34
Clifton Deli,Clifton Heights,22 S Springfield Rd,PA,19018,4,20
Conshy Seafood,Conshohocken,3024 Butler Pike,PA,19428,4,62
El Limon - Royersford,Royersford,451 W Ridge Pike,PA,19468,4,119
Great Wall - Doylestown,Doylestown,"807 N Easton Rd, Ste 107",PA,18902,3.5,40
Urban Shop 543,Philadelphia,5000 S Broad St,PA,19112,4,15
New London Pizza,Prospect Park,1016 Lincoln Ave,PA,19076,4,45
Pasta Fazool,Hatboro,804 S York Rd,PA,19040,4,112
Sabroso+Sorbo,Philadelphia,21 North Juniper St,PA,19107,4,15
Steak ’n Shake,Warminster,380 W Street Rd,PA,18974,2.5,41
Nice Chinese Restaurant,West Chester,315 W Boot Rd,PA,19380,4,18
Suzani Restaurant,Philadelphia,1916 Welsh Rd,PA,19115,4.5,99
